,subject_term,housing,bikes,homelessness,dogs,parks,construction,traffic,transit,noise,energy,climate,infrastructure,safety,arts,childcare,democracy,cost of living,healthcare,equity,business,max_val,max_cat,count
1883,garbage carts,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.031,0.002,0.000,0.001,0.038,0.124,0.000,0.000,0.000,0.027,0.000,0.008,0.252,0.252,business,2
4257,summer camps,0.025,0.001,0.000,0.001,0.001,0.000,0.000,0.001,0.001,0.004,0.253,0.000,0.005,0.002,0.103,0.001,0.002,0.000,0.020,0.000,0.253,climate,4
4044,software,0.001,0.000,0.010,0.003,0.010,0.000,0.018,0.232,0.000,0.002,0.032,0.003,0.253,0.000,0.009,0.093,0.042,0.002,0.023,0.003,0.253,safety,122
3415,property value assessment,0.225,0.003,0.000,0.001,0.003,0.010,0.000,0.001,0.000,0.002,0.001,0.011,0.008,0.000,0.000,0.001,0.000,0.000,0.184,0.253,0.253,business,64
2670,medical marijuana,0.002,0.000,0.000,0.000,0.001,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.017,0.000,0.000,0.000,0.000,0.253,0.003,0.000,0.253,healthcare,17
2214,immigration status,0.003,0.001,0.000,0.001,0.004,0.002,0.001,0.254,0.001,0.004,0.000,0.003,0.005,0.004,0.001,0.002,0.001,0.000,0.018,0.000,0.254,transit,60
1400,drinking fountains,0.001,0.000,0.000,0.000,0.002,0.000,0.000,0.004,0.001,0.007,0.002,0.254,0.114,0.011,0.001,0.020,0.005,0.000,0.072,0.034,0.254,infrastructure,7
2080,heritage toronto plaques,0.012,0.000,0.000,0.001,0.028,0.000,0.001,0.030,0.000,0.001,0.002,0.019,0.015,0.027,0.000,0.001,0.001,0.000,0.255,0.000,0.255,equity,45
2172,human rights awards,0.006,0.000,0.008,0.001,0.001,0.002,0.000,0.021,0.000,0.002,0.001,0.000,0.012,0.001,0.003,0.023,0.001,0.002,0.255,0.000,0.255,equity,32
1318,diabetes,0.013,0.000,0.000,0.000,0.004,0.000,0.000,0.010,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.255,0.000,0.000,0.255,healthcare,12
3558,records,0.046,0.004,0.004,0.003,0.010,0.006,0.011,0.070,0.000,0.016,0.056,0.032,0.100,0.003,0.003,0.022,0.085,0.064,0.076,0.255,0.255,business,60
2402,lakeshore,0.010,0.004,0.001,0.001,0.002,0.005,0.020,0.007,0.001,0.004,0.066,0.198,0.255,0.005,0.003,0.005,0.136,0.002,0.058,0.127,0.255,safety,8
3275,polling,0.145,0.025,0.024,0.018,0.038,0.008,0.004,0.081,0.005,0.028,0.072,0.035,0.048,0.021,0.002,0.204,0.256,0.023,0.110,0.095,0.256,cost of living,142
2010,gun licences,0.001,0.000,0.000,0.000,0.001,0.001,0.000,0.010,0.001,0.000,0.000,0.000,0.256,0.000,0.000,0.000,0.001,0.000,0.026,0.255,0.256,safety,38
4064,speakers list,0.068,0.000,0.007,0.002,0.042,0.030,0.007,0.119,0.043,0.059,0.038,0.007,0.209,0.051,0.023,0.147,0.053,0.162,0.167,0.256,0.256,business,7
4027,snow removal,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.001,0.000,0.000,0.002,0.002,0.001,0.000,0.000,0.000,0.000,0.000,0.002,0.256,0.256,business,58
3025,paper yard waste bags,0.000,0.000,0.002,0.001,0.001,0.000,0.000,0.003,0.000,0.005,0.002,0.002,0.257,0.000,0.000,0.004,0.105,0.000,0.083,0.177,0.257,safety,3
555,birth control,0.004,0.000,0.000,0.001,0.004,0.000,0.000,0.002,0.000,0.000,0.000,0.001,0.019,0.000,0.000,0.000,0.001,0.257,0.001,0.001,0.257,healthcare,4
1295,design cluster,0.258,0.019,0.000,0.003,0.064,0.004,0.002,0.011,0.000,0.030,0.002,0.232,0.060,0.087,0.001,0.008,0.001,0.001,0.008,0.009,0.258,housing,18
1817,focus groups,0.055,0.006,0.008,0.002,0.003,0.043,0.002,0.026,0.000,0.123,0.058,0.055,0.258,0.095,0.005,0.024,0.074,0.095,0.154,0.136,0.258,safety,4
3170,persons with a visual impairment,0.258,0.005,0.000,0.000,0.071,0.015,0.034,0.182,0.000,0.001,0.001,0.003,0.006,0.003,0.004,0.002,0.001,0.015,0.038,0.005,0.258,housing,4
2898,non-profit organizations,0.085,0.011,0.015,0.002,0.065,0.038,0.005,0.083,0.003,0.157,0.091,0.023,0.259,0.214,0.069,0.086,0.059,0.152,0.259,0.001,0.259,safety,115
932,co-op education,0.003,0.015,0.000,0.005,0.002,0.000,0.000,0.002,0.000,0.001,0.006,0.000,0.002,0.004,0.010,0.032,0.003,0.000,0.259,0.001,0.259,equity,5
2332,international event bids,0.005,0.010,0.001,0.004,0.009,0.008,0.002,0.039,0.001,0.149,0.148,0.015,0.076,0.259,0.001,0.046,0.008,0.037,0.061,0.082,0.259,arts,74
3855,seminar travel,0.000,0.003,0.000,0.003,0.001,0.000,0.001,0.259,0.000,0.015,0.005,0.001,0.004,0.172,0.000,0.011,0.002,0.007,0.021,0.003,0.259,transit,16
3856,seminars,0.010,0.005,0.012,0.008,0.001,0.010,0.006,0.051,0.001,0.170,0.111,0.071,0.259,0.004,0.002,0.066,0.190,0.040,0.114,0.052,0.259,safety,4
1391,downtowns,0.023,0.006,0.000,0.001,0.000,0.008,0.024,0.005,0.003,0.003,0.004,0.122,0.097,0.002,0.000,0.013,0.112,0.001,0.134,0.260,0.260,business,28
3703,retirees,0.039,0.006,0.000,0.001,0.025,0.000,0.003,0.005,0.007,0.010,0.020,0.002,0.262,0.028,0.000,0.022,0.039,0.003,0.070,0.000,0.262,safety,6
3397,property boundaries,0.232,0.018,0.001,0.010,0.053,0.064,0.001,0.030,0.001,0.025,0.008,0.027,0.118,0.006,0.001,0.013,0.004,0.022,0.262,0.125,0.262,equity,16
1540,employment districts,0.001,0.004,0.000,0.002,0.001,0.002,0.001,0.002,0.001,0.005,0.001,0.001,0.003,0.002,0.001,0.005,0.002,0.001,0.262,0.144,0.262,equity,81
221,adult day program,0.012,0.030,0.000,0.015,0.075,0.015,0.006,0.008,0.022,0.148,0.104,0.005,0.263,0.121,0.077,0.026,0.094,0.085,0.154,0.009,0.263,safety,3
2036,hazardous spills,0.162,0.044,0.002,0.010,0.077,0.213,0.106,0.212,0.000,0.236,0.019,0.263,0.004,0.000,0.100,0.002,0.002,0.031,0.007,0.006,0.263,infrastructure,13
4279,sustainability,0.192,0.050,0.000,0.006,0.115,0.018,0.011,0.096,0.000,0.172,0.162,0.239,0.064,0.001,0.010,0.014,0.015,0.013,0.029,0.263,0.263,business,61
737,campaign finance refor,0.000,0.001,0.000,0.001,0.001,0.000,0.000,0.001,0.002,0.000,0.000,0.000,0.001,0.000,0.000,0.003,0.001,0.000,0.055,0.263,0.263,business,26
2654,mayor,0.006,0.012,0.002,0.003,0.025,0.010,0.017,0.007,0.001,0.058,0.012,0.050,0.205,0.028,0.001,0.219,0.136,0.003,0.263,0.001,0.263,equity,13
1185,credit cards,0.001,0.000,0.001,0.000,0.001,0.003,0.001,0.018,0.001,0.000,0.003,0.001,0.076,0.001,0.001,0.000,0.264,0.001,0.004,0.051,0.264,cost of living,21
3457,public inquiries,0.233,0.027,0.053,0.011,0.098,0.125,0.039,0.227,0.005,0.178,0.214,0.165,0.257,0.063,0.068,0.174,0.260,0.265,0.124,0.056,0.265,healthcare,21
3235,plastic bags,0.010,0.000,0.002,0.000,0.028,0.003,0.001,0.265,0.001,0.001,0.002,0.003,0.186,0.000,0.019,0.000,0.035,0.001,0.007,0.128,0.265,transit,4
4343,televisions (waste),0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.005,0.265,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.001,0.265,noise,5
1635,event planner,0.014,0.013,0.001,0.012,0.042,0.001,0.019,0.008,0.000,0.079,0.079,0.006,0.135,0.003,0.001,0.049,0.025,0.007,0.158,0.265,0.265,business,15
4877,wellbeing measurement,0.031,0.008,0.002,0.007,0.027,0.000,0.002,0.039,0.000,0.017,0.004,0.005,0.019,0.003,0.008,0.026,0.095,0.265,0.139,0.004,0.265,healthcare,13
4349,tenancies legislation,0.145,0.002,0.001,0.002,0.011,0.001,0.002,0.026,0.000,0.009,0.002,0.020,0.159,0.001,0.003,0.007,0.002,0.003,0.266,0.170,0.266,equity,8
911,class environmental assessment,0.001,0.000,0.000,0.001,0.015,0.000,0.000,0.001,0.000,0.001,0.266,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.004,0.000,0.266,climate,66
441,bankruptcy sales,0.000,0.001,0.000,0.001,0.000,0.000,0.000,0.001,0.001,0.000,0.000,0.002,0.001,0.000,0.000,0.000,0.001,0.000,0.001,0.266,0.266,business,2
2530,liquid chlorine,0.091,0.002,0.006,0.002,0.017,0.046,0.003,0.225,0.001,0.001,0.007,0.086,0.246,0.003,0.014,0.000,0.056,0.047,0.001,0.266,0.266,business,9
1882,garbage cans,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.006,0.004,0.000,0.001,0.018,0.266,0.000,0.000,0.000,0.020,0.000,0.005,0.060,0.266,safety,5
4894,wikki,0.162,0.009,0.027,0.013,0.057,0.122,0.073,0.251,0.002,0.160,0.124,0.246,0.267,0.035,0.076,0.034,0.234,0.092,0.060,0.140,0.267,safety,2
1938,government (sc),0.001,0.000,0.003,0.000,0.002,0.000,0.004,0.005,0.002,0.002,0.002,0.002,0.212,0.000,0.000,0.267,0.025,0.001,0.014,0.001,0.267,democracy,18
2894,non-government organizations,0.053,0.010,0.084,0.004,0.048,0.045,0.009,0.099,0.015,0.154,0.130,0.071,0.267,0.058,0.056,0.004,0.132,0.132,0.155,0.003,0.267,safety,8
2206,illegal,0.124,0.047,0.250,0.032,0.066,0.135,0.122,0.267,0.067,0.086,0.175,0.062,0.001,0.013,0.031,0.000,0.115,0.023,0.001,0.000,0.267,transit,10
3400,property lines,0.093,0.006,0.000,0.003,0.007,0.102,0.001,0.071,0.000,0.011,0.004,0.056,0.161,0.002,0.000,0.009,0.005,0.011,0.267,0.179,0.267,equity,16
2237,indoor ice rinks,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.001,0.001,0.033,0.268,0.001,0.000,0.000,0.001,0.000,0.007,0.183,0.268,safety,11
604,books,0.001,0.000,0.007,0.000,0.000,0.004,0.001,0.008,0.000,0.005,0.040,0.003,0.268,0.002,0.000,0.034,0.079,0.007,0.128,0.098,0.268,safety,2
1395,drain grants,0.062,0.010,0.041,0.012,0.013,0.022,0.022,0.191,0.006,0.173,0.191,0.223,0.269,0.055,0.043,0.087,0.215,0.159,0.141,0.194,0.269,safety,12
1904,gas technicians,0.001,0.000,0.000,0.000,0.001,0.000,0.000,0.078,0.001,0.269,0.001,0.009,0.196,0.000,0.000,0.001,0.004,0.001,0.011,0.032,0.269,energy,4
2508,library holds,0.002,0.001,0.001,0.008,0.000,0.002,0.001,0.004,0.002,0.009,0.052,0.003,0.269,0.001,0.001,0.027,0.080,0.001,0.218,0.003,0.269,safety,3
2809,municipal governments,0.002,0.001,0.008,0.001,0.005,0.005,0.031,0.013,0.002,0.019,0.016,0.024,0.269,0.000,0.004,0.129,0.059,0.001,0.206,0.001,0.269,safety,30
2097,historic plaques,0.001,0.000,0.000,0.001,0.025,0.000,0.000,0.002,0.000,0.002,0.009,0.003,0.054,0.005,0.000,0.002,0.001,0.000,0.269,0.001,0.269,equity,45
2807,municipal flags,0.002,0.000,0.000,0.000,0.005,0.001,0.004,0.011,0.000,0.001,0.004,0.003,0.270,0.000,0.001,0.022,0.007,0.001,0.037,0.002,0.270,safety,2
4774,wastewater treatment,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.058,0.001,0.000,0.000,0.000,0.000,0.000,0.001,0.270,0.270,business,49
719,by-elections,0.017,0.003,0.000,0.001,0.001,0.003,0.001,0.027,0.002,0.023,0.002,0.005,0.025,0.006,0.000,0.270,0.003,0.002,0.108,0.200,0.270,democracy,25
291,allergi,0.059,0.006,0.007,0.009,0.040,0.040,0.026,0.097,0.258,0.040,0.022,0.037,0.270,0.004,0.007,0.004,0.048,0.003,0.025,0.036,0.270,safety,1
4706,visitor statistics,0.013,0.009,0.001,0.003,0.270,0.008,0.154,0.067,0.000,0.008,0.006,0.005,0.039,0.004,0.005,0.022,0.001,0.004,0.046,0.007,0.270,parks,38
3592,recycling/litter bins,0.001,0.000,0.000,0.003,0.002,0.000,0.000,0.003,0.000,0.003,0.000,0.145,0.031,0.000,0.000,0.000,0.001,0.000,0.006,0.270,0.270,business,2
83,Pan-American Games,0.008,0.043,0.000,0.005,0.003,0.008,0.001,0.044,0.004,0.270,0.008,0.005,0.207,0.198,0.001,0.077,0.012,0.001,0.205,0.001,0.270,energy,39
4137,steering committees,0.029,0.002,0.002,0.001,0.012,0.010,0.013,0.084,0.000,0.089,0.054,0.057,0.271,0.066,0.004,0.097,0.047,0.086,0.150,0.234,0.271,safety,757
2895,non-governmental organizations,0.045,0.008,0.067,0.002,0.033,0.031,0.008,0.121,0.007,0.128,0.159,0.022,0.271,0.052,0.061,0.029,0.104,0.124,0.139,0.001,0.271,safety,8
2301,inspectors,0.025,0.001,0.004,0.001,0.012,0.004,0.003,0.027,0.001,0.018,0.012,0.051,0.271,0.002,0.001,0.014,0.022,0.018,0.064,0.032,0.271,safety,9
852,chlorine,0.225,0.002,0.014,0.003,0.030,0.136,0.026,0.271,0.011,0.002,0.017,0.228,0.053,0.002,0.031,0.000,0.068,0.043,0.001,0.112,0.271,transit,9
926,clothing (discarded),0.001,0.000,0.024,0.002,0.002,0.001,0.001,0.272,0.000,0.000,0.001,0.000,0.030,0.001,0.002,0.005,0.012,0.000,0.005,0.000,0.272,transit,3
2383,judicial inquries,0.001,0.002,0.002,0.002,0.001,0.001,0.001,0.019,0.001,0.004,0.003,0.101,0.060,0.001,0.000,0.029,0.011,0.000,0.272,0.001,0.272,equity,21
346,arbitration,0.003,0.003,0.001,0.003,0.002,0.000,0.002,0.006,0.000,0.003,0.004,0.001,0.002,0.006,0.000,0.002,0.006,0.001,0.016,0.272,0.272,business,69
1691,family,0.055,0.003,0.000,0.006,0.006,0.008,0.001,0.023,0.001,0.032,0.004,0.001,0.121,0.004,0.273,0.007,0.058,0.000,0.232,0.000,0.273,childcare,1
2983,orientation guides,0.065,0.011,0.003,0.004,0.053,0.008,0.016,0.273,0.000,0.183,0.067,0.036,0.209,0.028,0.011,0.051,0.081,0.039,0.079,0.136,0.273,transit,10
1094,consultants,0.009,0.002,0.002,0.001,0.017,0.004,0.006,0.043,0.000,0.100,0.114,0.053,0.229,0.003,0.001,0.039,0.149,0.066,0.095,0.274,0.274,business,166
1014,community capacity building,0.006,0.018,0.002,0.003,0.072,0.001,0.010,0.141,0.001,0.052,0.124,0.018,0.063,0.015,0.022,0.065,0.009,0.038,0.274,0.000,0.274,equity,206
1940,government services,0.012,0.001,0.006,0.001,0.013,0.001,0.066,0.235,0.001,0.010,0.013,0.072,0.275,0.000,0.015,0.225,0.013,0.183,0.151,0.002,0.275,safety,25
2889,non government organizations,0.105,0.012,0.116,0.005,0.112,0.081,0.018,0.151,0.024,0.152,0.114,0.143,0.275,0.145,0.068,0.001,0.123,0.160,0.147,0.020,0.275,safety,8
1814,fluoridation,0.003,0.000,0.000,0.001,0.003,0.001,0.001,0.011,0.001,0.275,0.001,0.007,0.004,0.000,0.000,0.000,0.001,0.000,0.001,0.025,0.275,energy,1
174,abuse,0.276,0.065,0.007,0.051,0.072,0.004,0.019,0.168,0.022,0.090,0.140,0.076,0.000,0.001,0.046,0.000,0.035,0.026,0.000,0.001,0.276,housing,54
3808,sanitary sewage,0.003,0.000,0.000,0.001,0.000,0.000,0.000,0.013,0.000,0.000,0.000,0.023,0.276,0.000,0.000,0.000,0.001,0.000,0.000,0.001,0.276,safety,104
3189,phone services,0.000,0.000,0.001,0.000,0.000,0.000,0.004,0.001,0.003,0.000,0.001,0.006,0.039,0.000,0.000,0.001,0.008,0.000,0.012,0.278,0.278,business,104
4314,taxes,0.010,0.001,0.001,0.001,0.002,0.002,0.001,0.012,0.000,0.001,0.002,0.070,0.002,0.000,0.001,0.000,0.278,0.000,0.001,0.111,0.278,cost of living,313
1939,government officials,0.002,0.001,0.004,0.000,0.004,0.001,0.003,0.023,0.003,0.066,0.042,0.016,0.278,0.000,0.000,0.094,0.069,0.004,0.148,0.003,0.278,safety,7
478,behavior standards,0.278,0.021,0.019,0.033,0.072,0.037,0.071,0.192,0.001,0.086,0.044,0.026,0.128,0.004,0.075,0.042,0.008,0.078,0.073,0.162,0.278,housing,93
3259,police divisions,0.000,0.002,0.001,0.002,0.000,0.000,0.006,0.003,0.010,0.000,0.001,0.001,0.278,0.000,0.000,0.000,0.005,0.000,0.005,0.001,0.278,safety,7
3492,publicly owned trees,0.000,0.000,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.279,0.002,0.000,0.048,0.001,0.000,0.267,0.033,0.279,safety,92
1011,community associations,0.011,0.011,0.002,0.003,0.036,0.008,0.006,0.016,0.002,0.033,0.042,0.002,0.245,0.010,0.027,0.028,0.024,0.004,0.279,0.000,0.279,equity,34
4310,tax reduction,0.019,0.032,0.003,0.005,0.058,0.004,0.004,0.047,0.001,0.008,0.010,0.189,0.014,0.002,0.011,0.006,0.016,0.001,0.011,0.279,0.279,business,105
1169,councilors,0.011,0.001,0.026,0.001,0.007,0.011,0.009,0.039,0.001,0.032,0.060,0.015,0.279,0.003,0.111,0.122,0.107,0.018,0.201,0.077,0.279,safety,485
964,colour codes,0.267,0.048,0.007,0.013,0.104,0.143,0.116,0.277,0.000,0.173,0.086,0.238,0.181,0.195,0.056,0.073,0.043,0.120,0.162,0.281,0.281,business,1
252,age of majority cards,0.042,0.000,0.001,0.001,0.028,0.024,0.002,0.075,0.000,0.014,0.011,0.015,0.106,0.046,0.002,0.281,0.002,0.027,0.216,0.148,0.281,democracy,3
3408,property setback,0.144,0.021,0.002,0.015,0.025,0.281,0.004,0.007,0.007,0.012,0.017,0.008,0.077,0.015,0.001,0.004,0.075,0.002,0.103,0.100,0.281,construction,34
4548,tree branches,0.000,0.000,0.001,0.000,0.001,0.206,0.000,0.034,0.000,0.001,0.002,0.003,0.160,0.281,0.002,0.002,0.009,0.016,0.062,0.007,0.281,arts,4
2867,news releases,0.111,0.023,0.023,0.011,0.047,0.040,0.010,0.163,0.013,0.162,0.105,0.129,0.184,0.008,0.025,0.044,0.281,0.134,0.137,0.044,0.281,cost of living,10
996,committee structure,0.041,0.003,0.005,0.001,0.012,0.093,0.003,0.097,0.001,0.092,0.056,0.098,0.282,0.051,0.029,0.020,0.131,0.237,0.065,0.146,0.282,safety,47
287,alderwomen,0.020,0.000,0.004,0.000,0.009,0.008,0.001,0.099,0.002,0.011,0.003,0.002,0.193,0.038,0.030,0.003,0.041,0.004,0.282,0.003,0.282,equity,485
1517,emergency services,0.000,0.002,0.010,0.002,0.000,0.000,0.001,0.007,0.001,0.000,0.001,0.002,0.283,0.000,0.000,0.001,0.001,0.237,0.010,0.000,0.283,safety,75
1443,earth,0.005,0.006,0.081,0.008,0.006,0.011,0.022,0.034,0.002,0.002,0.039,0.042,0.273,0.001,0.035,0.017,0.283,0.004,0.243,0.007,0.283,cost of living,6
4171,streaming audio,0.144,0.004,0.032,0.019,0.108,0.011,0.023,0.284,0.001,0.001,0.095,0.014,0.141,0.002,0.029,0.095,0.070,0.109,0.207,0.267,0.284,transit,1
2240,indoor playgrounds,0.000,0.003,0.000,0.002,0.000,0.000,0.000,0.000,0.004,0.001,0.001,0.002,0.042,0.000,0.285,0.005,0.001,0.000,0.020,0.000,0.285,childcare,103
912,classes,0.017,0.010,0.010,0.019,0.002,0.075,0.005,0.042,0.002,0.173,0.097,0.015,0.285,0.026,0.004,0.079,0.219,0.124,0.153,0.012,0.285,safety,2
3260,police events,0.000,0.001,0.001,0.001,0.000,0.000,0.002,0.004,0.002,0.001,0.001,0.001,0.285,0.000,0.000,0.001,0.004,0.000,0.020,0.000,0.285,safety,19
4893,wikis,0.138,0.005,0.027,0.009,0.046,0.075,0.054,0.285,0.002,0.144,0.135,0.261,0.196,0.012,0.056,0.041,0.259,0.116,0.032,0.104,0.285,transit,2
2439,law,0.029,0.009,0.050,0.017,0.025,0.003,0.015,0.041,0.002,0.004,0.007,0.004,0.116,0.000,0.001,0.017,0.285,0.001,0.141,0.132,0.285,cost of living,52
3813,scanning,0.043,0.015,0.039,0.018,0.042,0.001,0.100,0.066,0.005,0.103,0.157,0.242,0.180,0.003,0.003,0.062,0.285,0.178,0.193,0.279,0.285,cost of living,49
2803,municipal councils,0.004,0.002,0.008,0.001,0.004,0.009,0.019,0.007,0.004,0.018,0.014,0.014,0.285,0.001,0.003,0.205,0.087,0.001,0.195,0.012,0.285,safety,77
2416,landfill facilities,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.002,0.000,0.001,0.182,0.012,0.000,0.000,0.000,0.001,0.000,0.002,0.285,0.285,business,101
1505,emergencies,0.113,0.005,0.044,0.005,0.005,0.003,0.285,0.159,0.001,0.085,0.156,0.051,0.015,0.001,0.004,0.003,0.010,0.281,0.005,0.003,0.285,traffic,44
4306,tax credit,0.027,0.045,0.002,0.003,0.053,0.158,0.006,0.080,0.000,0.074,0.016,0.189,0.028,0.028,0.032,0.017,0.006,0.003,0.010,0.286,0.286,business,54
3845,secondary schools,0.000,0.001,0.000,0.001,0.000,0.000,0.000,0.000,0.004,0.002,0.009,0.002,0.249,0.014,0.000,0.033,0.004,0.000,0.286,0.000,0.286,equity,1
3463,public outreach,0.015,0.041,0.080,0.019,0.287,0.010,0.096,0.270,0.001,0.152,0.249,0.008,0.099,0.265,0.110,0.273,0.094,0.140,0.273,0.001,0.287,parks,70
791,catholic schools,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.001,0.001,0.001,0.000,0.053,0.001,0.000,0.000,0.001,0.000,0.287,0.000,0.287,equity,29
2798,municipal associations,0.003,0.003,0.002,0.001,0.009,0.005,0.014,0.012,0.001,0.014,0.016,0.003,0.288,0.002,0.004,0.012,0.028,0.001,0.099,0.001,0.288,safety,21
235,aerial images,0.008,0.008,0.006,0.008,0.013,0.018,0.013,0.288,0.000,0.165,0.006,0.078,0.191,0.010,0.003,0.020,0.038,0.007,0.117,0.055,0.288,transit,1
1126,convention centres,0.000,0.001,0.000,0.001,0.000,0.001,0.001,0.000,0.002,0.004,0.003,0.289,0.061,0.001,0.000,0.007,0.002,0.000,0.029,0.025,0.289,infrastructure,22
2292,injuries,0.126,0.046,0.001,0.013,0.005,0.021,0.082,0.129,0.001,0.006,0.002,0.014,0.001,0.006,0.023,0.008,0.002,0.289,0.004,0.012,0.289,healthcare,50
2533,liquid waste spills,0.184,0.004,0.004,0.004,0.046,0.099,0.008,0.289,0.000,0.009,0.007,0.030,0.017,0.000,0.031,0.003,0.006,0.027,0.010,0.281,0.289,transit,13
1159,council decisions,0.013,0.002,0.010,0.002,0.006,0.003,0.007,0.028,0.000,0.040,0.047,0.011,0.167,0.002,0.006,0.289,0.047,0.023,0.178,0.220,0.289,democracy,33
2450,lead (contaminant),0.289,0.007,0.005,0.005,0.065,0.026,0.007,0.019,0.000,0.000,0.000,0.024,0.000,0.000,0.011,0.000,0.001,0.007,0.000,0.018,0.289,housing,19
2507,library donations,0.000,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.001,0.001,0.002,0.000,0.039,0.000,0.000,0.004,0.001,0.000,0.289,0.000,0.289,equity,5
2997,outdoor rinks,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.001,0.001,0.001,0.002,0.290,0.002,0.000,0.001,0.001,0.000,0.012,0.002,0.290,safety,33
2076,heritage plaques,0.003,0.000,0.000,0.001,0.004,0.000,0.000,0.001,0.000,0.000,0.001,0.001,0.004,0.008,0.000,0.001,0.000,0.000,0.290,0.000,0.290,equity,45
4122,staff training,0.000,0.000,0.000,0.000,0.002,0.000,0.000,0.001,0.003,0.021,0.017,0.000,0.290,0.002,0.000,0.015,0.001,0.020,0.063,0.031,0.290,safety,121
385,assessment records,0.030,0.003,0.018,0.003,0.029,0.002,0.003,0.064,0.000,0.068,0.098,0.032,0.169,0.010,0.003,0.026,0.125,0.253,0.147,0.291,0.291,business,14
2915,occupational training,0.001,0.105,0.000,0.005,0.003,0.077,0.017,0.133,0.005,0.151,0.004,0.014,0.292,0.005,0.001,0.012,0.000,0.028,0.031,0.221,0.292,safety,121
3571,recreational programs for people with special needs,0.001,0.292,0.000,0.001,0.291,0.004,0.000,0.006,0.001,0.003,0.001,0.000,0.002,0.021,0.002,0.000,0.000,0.001,0.246,0.000,0.292,bikes,1
2210,illegal parking,0.000,0.004,0.000,0.000,0.292,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.002,0.000,0.000,0.002,0.292,parks,48
4079,special purpose bodies,0.111,0.001,0.002,0.002,0.021,0.042,0.006,0.067,0.000,0.073,0.022,0.251,0.292,0.029,0.009,0.018,0.014,0.192,0.042,0.232,0.292,safety,701
3729,rifle clubs,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.002,0.000,0.000,0.000,0.013,0.000,0.000,0.000,0.001,0.000,0.006,0.292,0.292,business,22
1124,convention & visitors bureaus,0.000,0.002,0.000,0.001,0.001,0.000,0.029,0.002,0.002,0.002,0.002,0.039,0.005,0.001,0.000,0.003,0.001,0.001,0.016,0.293,0.293,business,3
1985,greenhouses,0.001,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.293,0.103,0.001,0.014,0.003,0.000,0.001,0.002,0.000,0.036,0.048,0.293,energy,9
2844,natural habitat,0.006,0.005,0.000,0.017,0.294,0.000,0.000,0.001,0.000,0.001,0.002,0.000,0.009,0.001,0.000,0.002,0.001,0.000,0.060,0.000,0.294,parks,12
4932,yard waste bins,0.001,0.000,0.004,0.002,0.000,0.000,0.000,0.003,0.002,0.001,0.003,0.294,0.115,0.000,0.000,0.004,0.038,0.000,0.153,0.003,0.294,infrastructure,3
4057,solid waste management planning,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.015,0.295,0.295,business,191
1601,environmental monitoring,0.003,0.002,0.000,0.002,0.024,0.000,0.002,0.004,0.000,0.001,0.295,0.001,0.015,0.000,0.000,0.000,0.000,0.000,0.016,0.000,0.295,climate,26
4700,viewing,0.179,0.039,0.029,0.051,0.155,0.003,0.040,0.045,0.000,0.144,0.241,0.185,0.164,0.248,0.018,0.106,0.295,0.131,0.201,0.045,0.295,cost of living,123
2560,local governments,0.034,0.001,0.029,0.001,0.029,0.005,0.036,0.114,0.003,0.022,0.014,0.075,0.296,0.000,0.007,0.279,0.072,0.005,0.250,0.001,0.296,safety,30
386,assessment review,0.144,0.014,0.035,0.006,0.075,0.001,0.004,0.034,0.000,0.119,0.132,0.145,0.132,0.027,0.011,0.033,0.179,0.179,0.128,0.297,0.297,business,43
3198,physical fitness,0.002,0.298,0.000,0.006,0.014,0.001,0.000,0.010,0.000,0.024,0.000,0.002,0.001,0.000,0.000,0.006,0.001,0.019,0.013,0.000,0.298,bikes,22
