,subject_term,housing,bikes,homelessness,dogs,parks,construction,traffic,transit,noise,energy,climate,infrastructure,safety,arts,childcare,democracy,cost of living,healthcare,equity,business,max_val,max_cat,count
3089,past due,0.601,0.105,0.065,0.043,0.301,0.356,0.277,0.410,0.032,0.281,0.336,0.528,0.149,0.439,0.169,0.053,0.405,0.490,0.045,0.782,0.782,business,118
2370,job openings,0.000,0.000,0.000,0.001,0.001,0.127,0.000,0.033,0.000,0.062,0.003,0.018,0.019,0.001,0.002,0.006,0.001,0.083,0.057,0.782,0.782,business,172
1640,excavation,0.001,0.000,0.001,0.002,0.001,0.782,0.000,0.001,0.000,0.023,0.002,0.197,0.002,0.004,0.000,0.005,0.006,0.000,0.030,0.094,0.782,construction,7
3880,sewage treatment,0.189,0.003,0.000,0.002,0.001,0.001,0.000,0.535,0.001,0.001,0.004,0.015,0.130,0.001,0.000,0.002,0.677,0.007,0.629,0.782,0.782,business,49
4131,startups,0.002,0.008,0.000,0.001,0.001,0.001,0.005,0.010,0.001,0.117,0.017,0.001,0.061,0.026,0.001,0.008,0.014,0.024,0.266,0.783,0.783,business,27
2358,ipm,0.367,0.046,0.032,0.027,0.104,0.384,0.205,0.505,0.097,0.439,0.226,0.785,0.594,0.328,0.139,0.131,0.381,0.262,0.293,0.421,0.785,infrastructure,1
4729,wading pool attendants,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.001,0.001,0.003,0.001,0.785,0.001,0.002,0.002,0.010,0.000,0.040,0.152,0.785,safety,8
3600,reduction,0.559,0.072,0.063,0.043,0.206,0.001,0.233,0.215,0.024,0.354,0.356,0.385,0.394,0.037,0.122,0.036,0.785,0.349,0.001,0.640,0.785,cost of living,91
2203,ict,0.307,0.056,0.060,0.030,0.093,0.313,0.474,0.482,0.027,0.549,0.361,0.785,0.434,0.251,0.120,0.137,0.463,0.192,0.298,0.487,0.785,infrastructure,256
1399,dress code,0.072,0.001,0.000,0.006,0.106,0.001,0.001,0.169,0.000,0.007,0.002,0.005,0.205,0.009,0.002,0.060,0.001,0.057,0.047,0.785,0.785,business,3
4295,swimming programs,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.786,0.000,0.000,0.001,0.001,0.000,0.045,0.000,0.786,safety,25
620,boulevard permits,0.009,0.054,0.000,0.004,0.002,0.246,0.786,0.060,0.005,0.005,0.010,0.758,0.755,0.021,0.003,0.011,0.050,0.002,0.083,0.786,0.786,traffic,43
1416,driving schools,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.001,0.036,0.000,0.001,0.002,0.786,0.000,0.000,0.001,0.001,0.000,0.130,0.001,0.786,safety,2
1401,drinking water,0.001,0.000,0.000,0.002,0.001,0.000,0.000,0.009,0.000,0.000,0.000,0.002,0.788,0.000,0.001,0.008,0.009,0.000,0.021,0.002,0.788,safety,11
567,blue box materials,0.638,0.028,0.029,0.012,0.112,0.773,0.095,0.448,0.008,0.071,0.277,0.500,0.424,0.072,0.204,0.094,0.273,0.191,0.073,0.788,0.788,business,12
1349,disclosure,0.545,0.085,0.083,0.028,0.186,0.168,0.106,0.281,0.000,0.234,0.257,0.416,0.304,0.337,0.111,0.300,0.443,0.363,0.220,0.788,0.788,business,12
3289,pool rates,0.072,0.002,0.002,0.002,0.050,0.014,0.016,0.319,0.001,0.043,0.004,0.022,0.485,0.002,0.027,0.002,0.349,0.057,0.057,0.788,0.788,business,3
1154,correctional institutes,0.021,0.001,0.000,0.003,0.000,0.063,0.001,0.001,0.001,0.002,0.005,0.788,0.017,0.000,0.000,0.002,0.002,0.000,0.089,0.218,0.788,infrastructure,21
3711,reusable water bottles,0.003,0.000,0.001,0.000,0.044,0.001,0.000,0.318,0.000,0.003,0.010,0.019,0.789,0.003,0.030,0.018,0.017,0.003,0.134,0.291,0.789,safety,4
3928,sick leave,0.007,0.001,0.013,0.003,0.004,0.000,0.001,0.068,0.003,0.002,0.005,0.003,0.003,0.001,0.002,0.001,0.001,0.790,0.001,0.169,0.790,healthcare,18
2173,humane society,0.227,0.015,0.006,0.028,0.060,0.044,0.018,0.171,0.001,0.109,0.041,0.071,0.790,0.005,0.078,0.246,0.195,0.381,0.655,0.001,0.790,safety,136
3807,sanding,0.002,0.001,0.008,0.001,0.001,0.790,0.003,0.004,0.001,0.001,0.005,0.094,0.043,0.004,0.002,0.018,0.057,0.019,0.012,0.154,0.790,construction,4
4344,telework,0.000,0.001,0.000,0.001,0.001,0.001,0.008,0.790,0.001,0.006,0.002,0.007,0.027,0.000,0.003,0.003,0.003,0.003,0.018,0.028,0.790,transit,37
724,bylaws,0.345,0.014,0.016,0.009,0.040,0.037,0.103,0.129,0.003,0.053,0.009,0.021,0.313,0.001,0.028,0.024,0.054,0.010,0.069,0.790,0.790,business,2030
720,by-laws,0.358,0.016,0.021,0.009,0.045,0.051,0.105,0.163,0.002,0.099,0.027,0.042,0.398,0.001,0.039,0.048,0.073,0.030,0.098,0.790,0.790,business,2030
902,civic centre public space booking,0.000,0.012,0.000,0.004,0.003,0.002,0.022,0.001,0.007,0.013,0.011,0.791,0.371,0.001,0.000,0.667,0.004,0.000,0.412,0.013,0.791,infrastructure,10
1210,cultural events,0.008,0.005,0.001,0.004,0.011,0.008,0.001,0.030,0.000,0.005,0.088,0.001,0.012,0.791,0.004,0.025,0.004,0.001,0.083,0.000,0.791,arts,649
1122,convenience stores,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.001,0.001,0.000,0.001,0.000,0.021,0.000,0.000,0.000,0.002,0.000,0.009,0.791,0.791,business,35
4723,voting,0.004,0.008,0.003,0.008,0.012,0.003,0.001,0.052,0.000,0.022,0.015,0.022,0.034,0.027,0.001,0.791,0.020,0.008,0.227,0.050,0.791,democracy,311
622,boulevards,0.017,0.001,0.001,0.001,0.001,0.070,0.172,0.137,0.002,0.006,0.013,0.791,0.401,0.007,0.002,0.008,0.337,0.003,0.062,0.350,0.791,infrastructure,46
3147,permit parking,0.001,0.044,0.000,0.003,0.786,0.000,0.000,0.000,0.000,0.000,0.001,0.014,0.792,0.000,0.000,0.001,0.003,0.000,0.024,0.322,0.792,safety,675
4484,trails,0.000,0.004,0.001,0.004,0.000,0.002,0.025,0.792,0.001,0.004,0.005,0.473,0.398,0.010,0.003,0.017,0.018,0.018,0.025,0.029,0.792,transit,51
3712,reuse,0.667,0.226,0.006,0.049,0.313,0.359,0.088,0.394,0.001,0.483,0.238,0.571,0.408,0.792,0.167,0.075,0.151,0.317,0.126,0.680,0.792,arts,12
3372,procedural bylaws,0.106,0.006,0.005,0.004,0.017,0.030,0.088,0.090,0.000,0.017,0.004,0.007,0.175,0.000,0.008,0.024,0.005,0.016,0.040,0.792,0.792,business,107
1794,fixed-time controllers,0.044,0.002,0.003,0.003,0.039,0.044,0.263,0.097,0.001,0.090,0.146,0.227,0.475,0.005,0.002,0.039,0.097,0.127,0.174,0.792,0.792,business,4
4132,state of the environment,0.000,0.001,0.000,0.001,0.051,0.000,0.001,0.001,0.001,0.000,0.793,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.006,0.000,0.793,climate,39
4266,surface drainage,0.000,0.002,0.000,0.004,0.001,0.000,0.004,0.002,0.001,0.000,0.002,0.793,0.059,0.000,0.000,0.002,0.002,0.000,0.002,0.013,0.793,infrastructure,17
176,access to environmental information,0.001,0.002,0.000,0.001,0.270,0.000,0.003,0.003,0.000,0.001,0.793,0.000,0.004,0.000,0.000,0.000,0.001,0.000,0.006,0.000,0.793,climate,9
3466,public participation,0.184,0.037,0.014,0.006,0.347,0.454,0.132,0.500,0.000,0.293,0.356,0.270,0.206,0.289,0.158,0.794,0.180,0.407,0.572,0.014,0.794,democracy,127
794,ccs,0.378,0.250,0.034,0.015,0.130,0.407,0.258,0.460,0.257,0.367,0.541,0.449,0.480,0.145,0.751,0.090,0.795,0.256,0.196,0.627,0.795,cost of living,54
1128,conversion,0.179,0.042,0.001,0.023,0.115,0.031,0.040,0.074,0.001,0.795,0.459,0.169,0.067,0.017,0.006,0.043,0.185,0.119,0.388,0.692,0.795,energy,758
4568,tripinfo,0.069,0.056,0.015,0.012,0.049,0.078,0.288,0.795,0.006,0.172,0.111,0.234,0.283,0.067,0.018,0.043,0.178,0.079,0.184,0.155,0.795,transit,891
2591,low income families,0.796,0.036,0.017,0.002,0.076,0.199,0.015,0.320,0.008,0.224,0.129,0.084,0.286,0.069,0.307,0.041,0.603,0.174,0.517,0.001,0.796,housing,58
3685,residential waste,0.797,0.000,0.002,0.001,0.000,0.002,0.000,0.000,0.012,0.001,0.001,0.005,0.000,0.000,0.000,0.000,0.009,0.000,0.000,0.008,0.797,housing,18
2338,interpretation,0.228,0.031,0.014,0.020,0.121,0.013,0.038,0.180,0.001,0.102,0.133,0.016,0.027,0.798,0.036,0.043,0.082,0.130,0.030,0.005,0.798,arts,14
4732,wage rate,0.005,0.004,0.000,0.001,0.003,0.239,0.002,0.099,0.000,0.003,0.001,0.101,0.004,0.002,0.003,0.007,0.393,0.012,0.019,0.798,0.798,business,136
4797,water fountains,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.003,0.000,0.001,0.001,0.798,0.216,0.008,0.000,0.005,0.002,0.000,0.036,0.008,0.798,infrastructure,7
753,car accidents,0.000,0.000,0.000,0.000,0.000,0.000,0.799,0.002,0.002,0.000,0.000,0.000,0.030,0.000,0.000,0.000,0.002,0.000,0.004,0.000,0.799,traffic,26
3606,refugees,0.089,0.001,0.000,0.002,0.001,0.000,0.000,0.044,0.001,0.002,0.009,0.000,0.799,0.005,0.000,0.001,0.009,0.000,0.032,0.000,0.799,safety,37
1392,draft by-laws,0.393,0.018,0.033,0.011,0.084,0.044,0.077,0.219,0.005,0.072,0.048,0.062,0.484,0.002,0.020,0.107,0.093,0.029,0.134,0.799,0.799,business,162
2612,maintenance holes,0.016,0.027,0.000,0.002,0.037,0.001,0.002,0.012,0.001,0.004,0.010,0.460,0.048,0.000,0.001,0.003,0.049,0.054,0.004,0.799,0.799,business,8
4094,sponsorship,0.040,0.061,0.001,0.011,0.127,0.006,0.001,0.063,0.000,0.294,0.139,0.065,0.129,0.269,0.025,0.136,0.008,0.312,0.523,0.800,0.800,business,52
2584,lots,0.801,0.138,0.045,0.057,0.420,0.363,0.381,0.536,0.031,0.475,0.352,0.518,0.359,0.551,0.243,0.137,0.340,0.365,0.545,0.541,0.801,housing,7
419,avenue study,0.240,0.031,0.002,0.010,0.035,0.041,0.604,0.325,0.000,0.073,0.057,0.801,0.195,0.021,0.001,0.048,0.156,0.030,0.146,0.016,0.801,infrastructure,57
4086,speed limits,0.045,0.030,0.000,0.002,0.016,0.069,0.801,0.237,0.001,0.001,0.001,0.299,0.783,0.001,0.002,0.003,0.001,0.005,0.003,0.156,0.801,traffic,773
4060,sourcing,0.012,0.013,0.003,0.007,0.016,0.001,0.007,0.005,0.001,0.116,0.021,0.013,0.004,0.006,0.002,0.030,0.022,0.015,0.076,0.801,0.801,business,3627
3608,refuse,0.617,0.089,0.205,0.041,0.244,0.340,0.232,0.482,0.223,0.369,0.410,0.548,0.112,0.148,0.123,0.027,0.468,0.372,0.068,0.802,0.802,business,109
440,bank machines,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.001,0.000,0.232,0.355,0.000,0.000,0.000,0.002,0.000,0.009,0.802,0.802,business,3
1393,draft bylaws,0.323,0.016,0.024,0.009,0.062,0.039,0.052,0.163,0.004,0.040,0.023,0.029,0.381,0.001,0.018,0.072,0.101,0.013,0.105,0.802,0.802,business,162
2351,invest toronto,0.116,0.014,0.015,0.003,0.027,0.062,0.196,0.786,0.001,0.156,0.091,0.802,0.600,0.016,0.002,0.035,0.382,0.007,0.791,0.648,0.802,infrastructure,72
1752,fire access routes,0.002,0.001,0.000,0.001,0.001,0.001,0.012,0.019,0.000,0.005,0.000,0.143,0.802,0.001,0.000,0.002,0.001,0.004,0.051,0.012,0.802,safety,639
1529,employee recognition,0.002,0.002,0.000,0.001,0.002,0.002,0.001,0.008,0.000,0.008,0.002,0.001,0.019,0.002,0.001,0.013,0.001,0.012,0.304,0.802,0.802,business,37
15,AQI,0.071,0.006,0.009,0.006,0.039,0.062,0.034,0.108,0.002,0.396,0.044,0.280,0.143,0.074,0.013,0.004,0.114,0.031,0.803,0.072,0.803,equity,5
3041,parkettes,0.000,0.000,0.000,0.001,0.597,0.000,0.000,0.001,0.000,0.003,0.001,0.401,0.803,0.001,0.006,0.003,0.005,0.000,0.073,0.002,0.803,safety,68
156,[people in property],0.803,0.001,0.000,0.000,0.076,0.132,0.001,0.003,0.001,0.001,0.001,0.207,0.013,0.001,0.000,0.026,0.005,0.000,0.499,0.043,0.803,housing,2
544,bingo,0.363,0.023,0.005,0.027,0.129,0.273,0.049,0.174,0.001,0.350,0.319,0.403,0.511,0.012,0.056,0.066,0.479,0.266,0.243,0.803,0.803,business,20
1563,engineers,0.001,0.000,0.000,0.000,0.001,0.094,0.001,0.003,0.000,0.317,0.003,0.077,0.107,0.000,0.000,0.006,0.008,0.001,0.068,0.803,0.803,business,4
1208,cultural attractions,0.014,0.039,0.000,0.025,0.423,0.007,0.002,0.024,0.001,0.014,0.030,0.001,0.001,0.803,0.009,0.037,0.002,0.001,0.069,0.000,0.803,arts,140
3695,restaurants,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.001,0.000,0.005,0.003,0.000,0.001,0.001,0.000,0.080,0.803,0.803,business,144
4923,workplace training and development,0.000,0.005,0.000,0.004,0.000,0.001,0.001,0.004,0.001,0.015,0.001,0.001,0.054,0.000,0.000,0.014,0.000,0.000,0.017,0.804,0.804,business,121
900,civic awards,0.001,0.001,0.002,0.001,0.098,0.001,0.015,0.038,0.000,0.013,0.005,0.355,0.474,0.003,0.001,0.804,0.003,0.008,0.238,0.000,0.804,democracy,32
2330,internal communication,0.171,0.015,0.003,0.008,0.017,0.003,0.024,0.131,0.001,0.057,0.047,0.035,0.106,0.030,0.016,0.092,0.072,0.114,0.173,0.804,0.804,business,1
1610,environmental reporting,0.001,0.005,0.001,0.002,0.069,0.000,0.001,0.004,0.000,0.008,0.804,0.001,0.013,0.000,0.000,0.000,0.001,0.000,0.017,0.000,0.804,climate,17
2575,long term care centres,0.028,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.002,0.000,0.002,0.031,0.022,0.000,0.000,0.001,0.003,0.804,0.025,0.001,0.804,healthcare,360
3750,road maintenance vehicles,0.000,0.000,0.000,0.000,0.001,0.000,0.002,0.001,0.022,0.000,0.000,0.762,0.073,0.000,0.000,0.000,0.001,0.000,0.013,0.805,0.805,business,3
1827,food carts,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.003,0.000,0.001,0.001,0.000,0.019,0.000,0.002,0.001,0.014,0.000,0.032,0.806,0.806,business,106
67,Municipal Land Transfer Tax,0.012,0.000,0.000,0.000,0.003,0.004,0.000,0.001,0.000,0.000,0.000,0.001,0.001,0.000,0.000,0.003,0.001,0.000,0.017,0.806,0.806,business,35
4889,wi fi,0.277,0.040,0.052,0.018,0.126,0.261,0.277,0.458,0.116,0.806,0.227,0.791,0.593,0.269,0.112,0.100,0.306,0.124,0.315,0.363,0.806,energy,26
869,city council priorities,0.611,0.039,0.044,0.005,0.381,0.348,0.191,0.463,0.004,0.292,0.081,0.806,0.648,0.085,0.064,0.182,0.268,0.195,0.249,0.078,0.806,infrastructure,172
216,adopt-a-bin,0.550,0.005,0.060,0.106,0.014,0.037,0.004,0.043,0.007,0.153,0.030,0.105,0.673,0.095,0.806,0.018,0.029,0.058,0.065,0.025,0.806,childcare,23
850,chirping signal,0.570,0.067,0.023,0.057,0.222,0.235,0.806,0.505,0.021,0.513,0.241,0.582,0.535,0.472,0.205,0.136,0.262,0.266,0.183,0.460,0.806,traffic,4
2219,improvement,0.692,0.233,0.002,0.033,0.480,0.512,0.274,0.490,0.000,0.468,0.417,0.807,0.213,0.562,0.156,0.164,0.190,0.590,0.220,0.564,0.807,infrastructure,325
1274,delicatessens,0.010,0.008,0.000,0.003,0.014,0.007,0.023,0.066,0.000,0.029,0.017,0.354,0.268,0.033,0.807,0.104,0.031,0.740,0.073,0.216,0.807,childcare,77
2574,long term care centers,0.072,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.001,0.001,0.001,0.003,0.030,0.000,0.000,0.001,0.003,0.807,0.023,0.001,0.807,healthcare,360
2568,lockouts,0.096,0.023,0.007,0.005,0.030,0.106,0.026,0.162,0.010,0.133,0.060,0.092,0.807,0.022,0.018,0.000,0.095,0.029,0.001,0.439,0.807,safety,30
106,[activities in finance],0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.002,0.000,0.115,0.808,0.808,business,18
3541,ravine bylaws,0.253,0.018,0.023,0.012,0.016,0.119,0.158,0.216,0.019,0.066,0.028,0.070,0.260,0.001,0.015,0.005,0.101,0.017,0.024,0.808,0.808,business,20
4272,surplus equipment disposal procedure,0.007,0.118,0.000,0.001,0.030,0.051,0.004,0.015,0.003,0.011,0.002,0.086,0.113,0.004,0.002,0.003,0.001,0.169,0.002,0.809,0.809,business,108
2175,hybrid vehicles,0.000,0.000,0.000,0.000,0.009,0.000,0.019,0.156,0.001,0.809,0.007,0.001,0.355,0.000,0.000,0.001,0.000,0.000,0.004,0.002,0.809,energy,35
2152,hours of operation,0.131,0.032,0.001,0.007,0.204,0.124,0.224,0.328,0.007,0.312,0.073,0.454,0.258,0.082,0.169,0.100,0.011,0.297,0.152,0.809,0.809,business,47
3375,product packagin,0.141,0.056,0.000,0.012,0.009,0.120,0.003,0.033,0.003,0.145,0.021,0.009,0.098,0.009,0.002,0.015,0.003,0.026,0.031,0.809,0.809,business,6
3144,perinatal,0.108,0.008,0.006,0.022,0.028,0.015,0.010,0.009,0.020,0.021,0.062,0.011,0.763,0.011,0.809,0.006,0.030,0.079,0.028,0.003,0.809,childcare,1
1673,eyewear,0.010,0.000,0.000,0.000,0.001,0.001,0.001,0.158,0.001,0.001,0.001,0.000,0.810,0.004,0.000,0.004,0.003,0.001,0.003,0.001,0.810,safety,4
3239,play apparatus,0.034,0.069,0.001,0.010,0.015,0.080,0.023,0.108,0.011,0.142,0.049,0.810,0.229,0.256,0.446,0.044,0.009,0.053,0.060,0.006,0.810,infrastructure,45
910,class ea,0.074,0.030,0.002,0.017,0.034,0.119,0.017,0.111,0.002,0.499,0.107,0.171,0.233,0.045,0.006,0.053,0.104,0.078,0.810,0.112,0.810,equity,66
4752,washrooms,0.007,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.008,0.000,0.000,0.384,0.810,0.000,0.000,0.003,0.003,0.000,0.039,0.401,0.810,safety,29
3838,seagulls,0.001,0.000,0.000,0.000,0.001,0.001,0.000,0.023,0.810,0.001,0.001,0.000,0.391,0.005,0.002,0.000,0.006,0.000,0.010,0.006,0.810,noise,14
1923,glbt,0.455,0.103,0.047,0.027,0.162,0.426,0.300,0.606,0.047,0.711,0.709,0.562,0.529,0.344,0.101,0.083,0.464,0.211,0.438,0.810,0.810,business,72
1662,expropriations,0.044,0.024,0.001,0.007,0.056,0.028,0.009,0.030,0.000,0.065,0.041,0.091,0.006,0.159,0.007,0.001,0.039,0.032,0.253,0.810,0.810,business,350
1521,emergency vehicles,0.000,0.000,0.000,0.000,0.000,0.000,0.004,0.006,0.026,0.000,0.000,0.001,0.811,0.000,0.000,0.000,0.000,0.003,0.003,0.000,0.811,safety,31
1674,facade improvement,0.006,0.007,0.001,0.008,0.000,0.803,0.025,0.009,0.000,0.007,0.055,0.811,0.097,0.017,0.013,0.036,0.029,0.164,0.028,0.611,0.811,infrastructure,117
2967,operating licences,0.003,0.017,0.000,0.004,0.043,0.001,0.235,0.164,0.000,0.138,0.034,0.037,0.343,0.014,0.002,0.052,0.002,0.035,0.007,0.811,0.811,business,15
200,acquisition,0.019,0.026,0.000,0.008,0.037,0.000,0.006,0.005,0.001,0.055,0.035,0.185,0.009,0.051,0.000,0.006,0.010,0.107,0.040,0.811,0.811,business,3627
4483,trail systems,0.002,0.003,0.000,0.001,0.000,0.006,0.295,0.811,0.000,0.011,0.009,0.721,0.327,0.001,0.002,0.011,0.012,0.021,0.030,0.014,0.811,transit,51
3229,plans of subdivision,0.812,0.002,0.000,0.001,0.001,0.186,0.001,0.004,0.001,0.012,0.005,0.008,0.008,0.002,0.001,0.007,0.002,0.012,0.006,0.033,0.812,housing,25
1528,employee orientation,0.005,0.007,0.000,0.002,0.005,0.005,0.002,0.026,0.001,0.036,0.004,0.002,0.024,0.014,0.001,0.016,0.002,0.023,0.167,0.812,0.812,business,10
4487,train wrecks,0.000,0.000,0.000,0.000,0.000,0.004,0.005,0.813,0.055,0.001,0.001,0.034,0.002,0.000,0.000,0.000,0.002,0.000,0.001,0.001,0.813,transit,3
2675,medicinal marijuana,0.002,0.000,0.000,0.000,0.002,0.000,0.000,0.008,0.000,0.000,0.000,0.000,0.006,0.000,0.000,0.000,0.000,0.813,0.003,0.000,0.813,healthcare,17
2758,motorcoaches,0.000,0.001,0.000,0.000,0.001,0.000,0.059,0.814,0.000,0.002,0.001,0.006,0.501,0.000,0.001,0.001,0.007,0.000,0.016,0.675,0.814,transit,11
3964,single-stream collectio,0.041,0.058,0.009,0.015,0.040,0.116,0.377,0.050,0.142,0.133,0.271,0.567,0.463,0.087,0.014,0.335,0.267,0.184,0.251,0.814,0.814,business,2
2589,loud music,0.040,0.001,0.000,0.001,0.004,0.000,0.000,0.028,0.815,0.018,0.000,0.001,0.001,0.001,0.002,0.003,0.004,0.000,0.020,0.001,0.815,noise,95
728,cabbies,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.054,0.001,0.000,0.001,0.000,0.467,0.000,0.000,0.000,0.048,0.000,0.038,0.815,0.815,business,17
4494,transgender,0.279,0.000,0.000,0.000,0.024,0.001,0.001,0.815,0.000,0.002,0.000,0.001,0.003,0.011,0.001,0.000,0.001,0.014,0.038,0.000,0.815,transit,7
2551,loading spaces,0.357,0.059,0.031,0.013,0.414,0.276,0.450,0.705,0.015,0.163,0.223,0.659,0.815,0.263,0.119,0.105,0.318,0.115,0.295,0.611,0.815,safety,505
4783,water collection systems,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.815,0.029,0.000,0.000,0.000,0.001,0.000,0.014,0.015,0.815,infrastructure,18
3190,phones,0.004,0.000,0.029,0.001,0.002,0.103,0.018,0.095,0.815,0.014,0.107,0.023,0.523,0.013,0.018,0.049,0.381,0.113,0.219,0.452,0.815,noise,40
2637,marketing,0.003,0.038,0.001,0.017,0.020,0.000,0.022,0.007,0.001,0.024,0.012,0.002,0.003,0.000,0.001,0.013,0.015,0.003,0.088,0.816,0.816,business,47
3355,privacy,0.457,0.039,0.004,0.017,0.116,0.111,0.011,0.285,0.002,0.029,0.058,0.036,0.816,0.193,0.096,0.017,0.005,0.041,0.004,0.032,0.816,safety,36
907,civic squares,0.000,0.000,0.001,0.001,0.027,0.004,0.001,0.001,0.000,0.001,0.001,0.395,0.146,0.000,0.000,0.816,0.003,0.001,0.116,0.000,0.816,democracy,91
2755,motor vehicles,0.000,0.162,0.000,0.000,0.001,0.001,0.817,0.470,0.006,0.001,0.000,0.000,0.531,0.000,0.000,0.001,0.001,0.000,0.004,0.002,0.817,traffic,84
2018,h2o to go water trailer,0.015,0.001,0.017,0.003,0.002,0.039,0.072,0.817,0.184,0.072,0.008,0.269,0.718,0.005,0.001,0.006,0.203,0.002,0.076,0.137,0.817,transit,3
229,advanced green,0.355,0.048,0.006,0.005,0.235,0.273,0.394,0.194,0.000,0.817,0.181,0.414,0.100,0.358,0.043,0.023,0.121,0.388,0.136,0.343,0.817,energy,36
3949,sign permits,0.380,0.022,0.005,0.014,0.316,0.670,0.400,0.452,0.000,0.213,0.150,0.517,0.681,0.443,0.141,0.277,0.151,0.293,0.302,0.817,0.817,business,654
2434,language therap,0.010,0.006,0.004,0.013,0.042,0.026,0.009,0.444,0.001,0.015,0.006,0.010,0.196,0.008,0.007,0.012,0.015,0.817,0.082,0.008,0.817,healthcare,9
3221,planning application fees,0.021,0.004,0.001,0.002,0.028,0.027,0.015,0.026,0.001,0.043,0.080,0.135,0.107,0.117,0.001,0.022,0.006,0.049,0.021,0.818,0.818,business,11
2223,in-unit recycling containers,0.198,0.000,0.000,0.001,0.003,0.000,0.000,0.015,0.000,0.029,0.002,0.117,0.298,0.001,0.000,0.005,0.002,0.000,0.186,0.818,0.818,business,4
1835,food inspection,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.818,0.000,0.000,0.000,0.000,0.000,0.008,0.001,0.818,safety,5
2784,multi-purpose facilities,0.211,0.016,0.000,0.004,0.465,0.343,0.018,0.432,0.001,0.408,0.169,0.819,0.129,0.301,0.069,0.118,0.004,0.329,0.080,0.216,0.819,infrastructure,19
194,accommodation services,0.819,0.006,0.002,0.002,0.005,0.001,0.007,0.025,0.000,0.006,0.040,0.495,0.137,0.026,0.002,0.007,0.041,0.005,0.334,0.607,0.819,housing,60
2882,noise barriers,0.046,0.026,0.002,0.005,0.021,0.022,0.015,0.228,0.820,0.006,0.039,0.159,0.805,0.009,0.050,0.011,0.009,0.153,0.003,0.334,0.820,noise,54
1397,drains,0.007,0.001,0.019,0.003,0.000,0.031,0.010,0.124,0.042,0.019,0.069,0.820,0.375,0.001,0.029,0.018,0.072,0.048,0.004,0.264,0.820,infrastructure,7
4841,water transportation,0.000,0.001,0.000,0.000,0.000,0.000,0.001,0.820,0.000,0.000,0.000,0.015,0.017,0.000,0.000,0.001,0.002,0.000,0.012,0.014,0.820,transit,4
2372,job postings,0.000,0.001,0.000,0.001,0.001,0.047,0.001,0.016,0.000,0.078,0.002,0.026,0.084,0.001,0.002,0.003,0.003,0.055,0.079,0.820,0.820,business,172
2469,leases,0.820,0.202,0.354,0.060,0.412,0.572,0.319,0.523,0.270,0.407,0.427,0.564,0.474,0.544,0.291,0.110,0.690,0.396,0.338,0.745,0.820,housing,554
3669,rescue,0.009,0.005,0.010,0.018,0.003,0.000,0.013,0.066,0.000,0.007,0.015,0.004,0.820,0.005,0.000,0.019,0.013,0.012,0.099,0.001,0.820,safety,259
1992,ground level reservoirs,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.001,0.000,0.016,0.003,0.820,0.657,0.000,0.000,0.003,0.014,0.000,0.190,0.116,0.820,infrastructure,1
3406,property reassessment,0.221,0.003,0.000,0.003,0.008,0.001,0.000,0.004,0.000,0.004,0.001,0.007,0.024,0.000,0.000,0.003,0.005,0.000,0.215,0.821,0.821,business,64
4597,underground utility services call centres,0.000,0.000,0.001,0.000,0.000,0.000,0.002,0.001,0.015,0.578,0.005,0.821,0.210,0.000,0.000,0.001,0.003,0.000,0.059,0.240,0.821,infrastructure,14
4277,survival kits,0.006,0.001,0.001,0.001,0.012,0.000,0.000,0.007,0.001,0.010,0.047,0.001,0.821,0.000,0.000,0.002,0.003,0.000,0.012,0.001,0.821,safety,117
2310,insurance agencies,0.000,0.001,0.001,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.002,0.001,0.061,0.000,0.000,0.000,0.002,0.002,0.024,0.821,0.821,business,6
3465,public parking,0.000,0.040,0.000,0.004,0.821,0.000,0.000,0.001,0.002,0.000,0.002,0.683,0.716,0.000,0.000,0.003,0.009,0.000,0.518,0.033,0.821,parks,116
44,Exhibition Place,0.000,0.045,0.000,0.008,0.000,0.000,0.000,0.000,0.000,0.046,0.002,0.026,0.000,0.822,0.000,0.015,0.001,0.003,0.144,0.732,0.822,arts,215
